molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
156,CN(C)C=O,10,0,0,0,1,0,0,0,73.094,4.851,260.457,181.689,78.767,0,0,367.617,0,3,0.0640165,0,0.9528539,8.558,2.287,4.372,6.748,-1.009,1.23,1.407,-0.92,862.466,-0.015,919.251,-2.971,9.443,-1.411,0,-1.439,2,73.58,0,39.348,39.848,2,0,0,0,0,0,5,0,4101.776
157,O=C1CCCCN1,9,0,0,0,1,0,0,1,99.132,5.106,278.464,201.778,76.685,0,0,417.046,1,2.5,0.0625115,0.0089778,0.9694355,10.536,3.29,6.235,8.192,-0.423,0.847,0.109,-0.652,808.831,0.019,965.551,-2.933,9.509,-1.435,1,-0.957,3,76.513,0,45.331,43.3,2,0,6,0,6,4,7,0,763.588
158,N#Cc1ccccc1,6,0,0,0,0,1,0,0,103.123,5.691,303.993,0,72.004,231.988,0,445.61,0,1.5,0.0726845,0,0.9281225,13.253,4.485,5.586,3.775,1.56,-1.097,-1.927,-3.801,2056.28,-0.054,1078.338,-1.933,10.049,0.582,0,-0.532,3,95.377,0,0,25.796,1,0,6,0,6,0,8,0,11.23
159,COC(=O)c1ccccc1,2,0,0,0,0,1,1,1,136.15,3.088,357.642,98.041,57.59,202.01,0,544.016,0,2,0.017525,0,0.9011388,16.905,4.993,6.205,4.095,2.119,-1.842,-1.396,-4.095,2816.917,0.03,1515.314,-1.773,9.928,0.481,0,-0.38,3,100,0,0,36.116,2,0,6,0,6,0,10,0,37.693
16,c1ccccc1,13,0,0,0,0,0,0,1,78.113,0,265.999,0,0,265.999,0,380.291,0,0,0,0,0.9543243,11.606,3.778,2.982,1.164,2.13,-1.641,-1.721,-3.54,9906.038,0.192,5899.293,-0.582,9.647,-0.328,0,-0.278,3,100,0,0,0,0,0,6,0,6,0,6,0,388.094
160,O=C(O)c1ccccc1,4,0,0,1,0,1,0,-1,122.123,2.778,308.92,0,106.801,202.119,0,463.34,1,2,0.0166508,0.0064742,0.9373873,13.677,5.058,6.829,5.778,1.868,-1.48,-1.294,-1.702,243.617,-0.307,136.738,-2.68,9.943,0.499,0,-0.679,3,80.603,0,0,50.366,2,0,6,0,6,0,9,0,19.961
161,O=C1CCCO1,11,0,0,0,0,0,1,1,86.09,5.653,245.474,174.19,71.284,0,0,352.644,0,3,0.0906113,0,0.9833687,7.959,2.467,4.532,3.75,-0.339,0.689,0.385,-1.801,2088.865,0.072,1096.82,-2.833,11.005,-1.001,1,-1.161,3,84.381,0,0,42.276,2,0,5,0,5,3,6,0,636.13
162,N#Cc1cccc(C#N)c1,3,0,0,0,0,2,0,-1,128.133,5.447,341.972,0,143.967,198.005,0,510.908,0,3,0.0580742,0,0.9037946,14.899,5.229,6.993,5.382,0.45,-1.721,-1.762,-4.033,427.231,-0.732,197.306,-3.283,10.453,1.156,0,-0.786,3,76.666,0,0,51.591,2,0,6,0,6,0,10,0,1.055
163,COC(=O)c1ccc(C#N)cc1,1,0,0,0,0,2,1,0,161.16,4.542,395.776,98.031,129.599,168.145,0,609.423,0,3.5,0.0338533,0,0.878338,18.557,5.773,8.037,5.703,0.789,-2.498,-2.232,-4.302,584.668,-0.677,276.953,-3.124,10.324,1.197,0,-0.634,3,81.086,0,0,61.914,3,0,6,0,6,0,12,0,0.335
164,N#Cc1ccccc1C#N,2,0,0,0,0,2,0,-1,128.133,9.021,337.546,0,135.285,202.261,0,507.991,0,3,0.1601932,0,0.9121571,14.823,5.253,8.346,5.341,0.475,-1.644,-1.762,-3.918,516.411,-0.641,242.176,-3.108,10.403,1.213,0,-0.795,3,78.281,0,0,51.592,2,0,6,0,6,0,10,0,1.915
165,N#Cc1ccc(C#N)cc1,4,0,0,0,0,2,0,-1,128.133,0,342.004,0,144.011,197.993,0,510.947,0,3,0,0,0.9037556,14.901,5.229,6.198,5.382,0.45,-1.722,-1.762,-4.034,426.818,-0.733,197.1,-3.284,10.388,1.315,0,-0.786,3,76.658,0,0,51.591,2,0,6,0,6,0,10,0,1.051
166,Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1,0,0,0,0,0,1,1,1,218.698,6.947,416.582,220.645,67.564,69.312,59.061,682.702,0,4,0.0706943,0,0.9000897,21.188,6.02,9.647,5.393,1.64,-2.112,-2.222,-3.479,2265.638,0.092,2522.347,-2.425,9.981,1.618,3,-0.513,3,96.599,0,0,34.806,2,0,6,0,6,0,13,0,6.363
167,Cc1ccc(S(=O)(=O)Cl)cc1,0,0,0,0,0,1,1,1,190.644,7.411,379.547,88.171,82.307,137.928,71.14,594.728,0,4,0.0923453,0,0.9011122,18.322,5.773,9.179,5.875,0.905,-1.463,-1.626,-3.79,1642.026,0.002,2074.214,-2.455,10.482,1.646,1,-0.768,3,89.791,0,0,38.517,2,0,6,0,6,0,11,0,23.077
168,O=C1OC(=O)c2ccccc21,4,0,0,0,0,0,1,-1,148.118,6.832,311.28,0,138.463,172.816,0,483.245,0,4.5,0.0965853,0,0.9567364,14.836,5.296,8.4,7.018,-0.503,-0.005,-0.671,-3.056,481.782,-0.445,224.672,-3.463,10.582,1.543,0,-1.183,2,72.016,0,0,74.93,3,0,9,0,9,0,11,0,88.767
169,O=C(Cl)c1ccccc1,3,0,0,0,0,1,1,1,140.569,4.835,323.228,0,57.591,198.626,67.011,489.825,0,2,0.0477158,0,0.9297166,14.704,5.141,6.229,4.013,2.044,-1.736,-1.49,-3.617,2816.881,0.223,3528.445,-1.785,10.167,0.89,0,-0.537,3,100,0,0,31.014,1,0,6,0,6,0,9,0,86.744
17,CC=Cc1ccc(C)cc1,6,0,0,0,0,1,0,2,132.205,0.073,384.807,212.891,0,171.916,0,600.205,0,0,9.00E-06,0,0.8942418,18.866,4.926,5.223,1.026,3.704,-3.742,-4.064,-4.063,9906.038,0.618,5899.293,-0.818,8.768,0.135,2,0.318,3,100,0,0,0,0,0,6,0,6,0,10,0,1.736
17,CC=Cc1ccc(C)cc1,6,0,0,0,0,1,0,2,132.205,0.462,378.41,215.647,0,162.763,0,592.961,0,0,0.0003596,0,0.9020281,18.489,4.856,5.097,0.799,3.607,-3.643,-3.988,-3.893,9906.038,0.624,5899.293,-0.85,8.882,0.025,2,0.297,3,100,0,0,0,0,0,6,0,6,0,10,0,1.918
170,O=C(OC(=O)c1ccccc1)c1ccccc1,1,0,0,0,0,2,1,0,226.231,6.781,471.298,0,90.833,380.465,0,778.158,0,4.5,0.0590967,0,0.868123,27.337,8.71,12.139,8.05,2.194,-2.467,-2.509,-5.48,1363.1,-0.361,691.446,-1.661,10.051,0.755,0,-0.412,3,95.895,0,0,60.177,3,0,12,0,12,0,17,0,16.857
171,O=C1C=CC(=O)O1,12,0,0,0,0,0,1,-1,98.058,4.807,239.509,0,149.025,90.484,0,340.88,0,4.5,0.067796,0,0.9853199,8.352,3.54,5.704,6.357,-1.598,1.6,0.632,-2.201,382.558,-0.46,175.104,-3.947,11.813,1.788,0,-1.596,2,63.815,0,0,75.205,3,0,5,0,5,0,7,0,441.065
172,O=[N+]([O-])c1ccccc1S(=O)(=O)Cl,2,0,0,0,0,2,1,-1,221.615,9.71,377.753,0,157.736,155.064,64.953,599.275,0,5,0.157324,0,0.9099987,18.026,6.515,10.863,7.262,0.107,-0.715,-1.82,-3.728,316.295,-0.668,323.461,-3.688,11.4,2.211,1,-1.065,2,72.322,0,0,81.661,5,0,6,0,6,0,13,0,8.753
173,O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3,0,0,0,0,1,1,2,312.614,3.02,446.745,0.705,81.833,59.525,304.682,728.55,0,4,0.0125156,0,0.8764865,22.929,4.915,10.683,5.582,2.766,-3.754,-4.216,-3.814,1659.134,0.541,10000,-2.722,11.623,2.277,2,-0.379,3,100,233.554,0,38.461,2,0,6,0,6,0,18,0,0.104
174,O=C(OC(=O)C(F)(F)F)C(F)(F)F,5,0,0,0,0,0,1,1,210.033,2.638,341.299,1.377,91.179,0,248.743,510.469,0,4.5,0.0136365,0,0.9050581,14.275,1.856,7.697,5.68,0.752,-1.413,-1.446,-3.068,1352.849,0.432,10000,-3.2,12.384,1.368,0,-1.104,3,87.391,248.743,0,63.21,3,0,0,0,0,0,13,0,5.122
179,O=C1CCC(=O)N1Cl,5,0,0,0,0,0,1,-1,133.534,4.001,294.27,110.104,114.847,0,69.32,432.11,0,3,0.0370543,0,0.9393225,11.139,3.618,5.401,4.188,0.11,-0.525,-0.687,-2.514,806.874,-0.134,940.485,-3.636,10.401,0.883,2,-0.93,3,79.616,0,0,63.989,3,0,5,0,5,2,8,0,9.215
18,CC=Cc1cccc(OC)c1,4,0,0,0,0,2,0,1,148.204,1.738,389.609,216.813,0,172.796,0,615.139,0,0.75,0.0049114,0,0.8978113,18.83,5.126,5.659,2.13,3.162,-2.935,-3.575,-4.01,9906.038,0.283,5899.293,-0.719,8.804,0.18,2,0.118,3,100,0,0,8.266,1,0,6,0,6,0,11,0,7.536
18,CC=Cc1cccc(OC)c1,4,0,0,0,0,2,0,1,148.204,1.624,373.703,205.237,0,168.466,0,602.796,0,0.75,0.0043742,0,0.9234627,18.295,5.207,5.509,2.062,3.074,-2.937,-3.447,-3.574,9906.038,0.26,5899.293,-0.734,8.877,0.058,2,0.082,3,100,0,0,8.28,1,0,6,0,6,0,11,0,9.78
181,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,3,0,0,1,0,3,0,-1,647.896,9.176,648.493,0,171.528,204.162,272.802,1174.94,2,5.25,0.07166,0.011449,0.830368,40.891,14.157,21.781,11.369,4.92,-6.799,-11.465,-3.443,59.278,-0.606,926.495,-3.674,8.869,1.864,1,0.463,1,74.527,0,0,102.766,5,1,20,0,20,0,29,1,0
186,c1ccc2cc3ccccc3cc2c1,6,0,0,0,0,0,0,1,178.233,0,404.355,0,0,404.355,0,656.508,0,0,0,0,0.9034327,23.981,7.246,7.449,3.338,4.45,-6.336,-5.719,-5.023,9906.038,0.192,5899.293,-0.095,7.916,1.269,1,0.524,1,100,0,0,0,0,0,14,0,14,0,14,1,0.274
187,c1ccc(N=Nc2ccccc2)cc1,1,0,0,0,0,2,1,1,182.224,0,437.728,0,17.669,420.058,0,698.49,0,2,0,0,0.8697639,24.527,7.653,8.691,5.279,3.256,-3.139,-2.734,-5.643,6735.063,0.287,3887.669,-0.173,9.091,1.027,1,0.026,3,100,0,0,21.544,2,0,12,0,12,0,14,0,88.692
187,c1ccc(N=Nc2ccccc2)cc1,0,0,0,0,0,2,1,1,182.224,3.411,408.861,0,46.994,361.867,0,675.034,0,2,0.0172314,0,0.9102066,23.032,7.528,8.548,5.013,2.824,-2.592,-2.734,-4.711,3550.261,0.065,1945.881,-0.919,9.066,0.784,1,-0.042,3,100,0,0,26.479,2,0,12,0,12,0,14,0,56.166
188,O=C(c1ccccc1)c1ccccc1,1,0,0,0,0,2,0,1,182.221,4.007,418.936,0,42.774,376.162,0,678.39,0,2,0.023667,0,0.8912577,23.303,7.475,8.69,5.106,3.29,-3.036,-2.734,-5.085,3892.878,0.084,2149.626,-0.791,9.854,0.599,0,-0.033,3,100,0,0,26.661,1,0,12,0,12,0,14,0,48.602
189,O=[N+]([O-])c1ccccc1,5,0,0,0,0,1,0,0,123.111,6.65,302.557,0,95.398,207.158,0,451.437,0,1,0.0979536,0,0.9406392,13.249,4.689,5.757,3.27,1.85,-1.717,-1.583,-3.48,1233.778,-0.216,620.821,-2.452,10.494,1.244,1,-0.381,3,93.105,0,0,44.915,3,0,6,0,6,0,9,0,23.666
19,C1=C(c2ccccc2)CCCC1,6,0,0,0,0,0,0,2,158.243,0.587,404.059,187.401,0,216.658,0,651.661,0,0,0.0005287,0,0.8996395,21.995,5.839,6.447,1.763,4.351,-4.652,-4.599,-4.189,9906.038,0.567,5899.293,-0.756,8.923,-0.004,2,0.51,3,100,0,0,0,0,0,12,0,12,4,12,0,0.698
190,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,3,0,0,0,0,6,0,-2,204.19,0.001,446.778,0,264.797,181.981,0,711.911,0,6,0,0,0.8630261,20.222,7.812,10.034,8.42,-0.602,-1.565,-1.986,-4.616,30.537,-2.168,11.393,-5.183,9.621,3.004,0,-1.175,2,49.996,0,0,103.035,4,0,6,0,6,0,16,0,0.036
191,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,3,0,0,0,0,6,0,-2,204.19,0.001,446.778,0,264.797,181.981,0,711.911,0,6,0,0,0.8630261,20.222,7.812,10.034,8.42,-0.602,-1.565,-1.986,-4.616,30.537,-2.168,11.393,-5.183,9.621,3.004,0,-1.175,2,49.996,0,0,103.035,4,0,6,0,6,0,16,0,0.036
192,C1=CSC(=C2SC=CS2)S1,6,0,0,0,0,0,0,1,204.338,0,365.305,0,0,202.41,162.895,573.998,0,0,0,0,0.9143585,18.75,6.198,6.115,2.032,3.931,-4.651,-4.83,-3.883,9906.038,0.192,10000,-0.806,8.031,0.699,4,0.284,3,100,0,0,0,0,0,10,0,10,0,10,0,0.472
193,C1=CSC(=C2SC=CS2)S1,6,0,0,0,0,0,0,1,204.338,0,365.305,0,0,202.41,162.895,573.998,0,0,0,0,0.9143585,18.75,6.198,6.115,2.032,3.931,-4.651,-4.83,-3.883,9906.038,0.192,10000,-0.806,8.031,0.699,4,0.284,3,100,0,0,0,0,0,10,0,10,0,10,0,0.472
2,C#Cc1ccc(OC)cc1,4,0,0,0,0,2,0,1,132.162,1.452,351.142,129.006,0,222.136,0,536.759,0.5,0.75,0.0039289,0.0015103,0.9096381,16.164,4.848,5.541,3.105,3.111,-2.567,-2.759,-4.054,9906.038,0.107,5899.293,-0.545,8.899,0.038,1,-0.136,3,100,0,0,8.287,1,0,6,0,6,0,10,0,65.607
20,CC=Cc1ccccc1C=CC,6,0,0,0,0,2,0,2,158.243,0.646,431.796,231.219,0,200.577,0,690.941,0,0,0.000604,0,0.8753476,22.129,5.943,6.349,1.189,4.834,-5.034,-5.008,-4.506,9906.038,0.655,5899.293,-0.621,8.636,0.359,2,0.539,3,100,0,0,0,0,0,6,0,6,0,12,0,0.372
20,CC=Cc1ccccc1C=CC,6,0,0,0,0,2,0,2,158.243,0.358,428.543,241.942,0,186.6,0,687.127,0,0,0.0001863,0,0.8787444,21.843,5.83,6.229,1.002,4.77,-5.004,-4.968,-4.384,9906.038,0.676,5899.293,-0.67,8.77,0.224,2,0.528,3,100,0,0,0,0,0,6,0,6,0,12,0,0.364
20,CC=Cc1ccccc1C=CC,6,0,0,0,0,2,0,2,158.243,0.032,421.357,246.591,0,174.767,0,680.077,0,0,1.50E-06,0,0.887605,21.447,5.742,6.089,0.731,4.648,-4.953,-4.895,-4.184,9906.038,0.686,5899.293,-0.712,8.876,0.14,2,0.507,3,100,0,0,0,0,0,6,0,6,0,12,0,0.391
21,CC=Cc1ccc(C(C)(C)C)cc1,6,0,0,0,0,2,0,2,174.285,0.083,452.481,316.309,0,136.172,0,753.561,0,0,9.00E-06,0,0.8850688,24.02,6.209,6.931,0.44,5.151,-5.66,-5.66,-4.041,9906.038,0.825,5899.293,-0.848,8.786,0.13,1,0.721,3,100,0,0,0,0,1,6,0,6,0,13,0,0.054
21,CC=Cc1ccc(C(C)(C)C)cc1,6,0,0,0,0,2,0,2,174.285,0.456,445.503,318.754,0,126.749,0,745.915,0,0,0.0002782,0,0.8928407,23.624,6.122,6.799,0.211,4.957,-5.58,-5.58,-3.87,9906.038,0.83,5899.293,-0.881,8.902,0.02,1,0.698,3,100,0,0,0,0,0,6,0,6,0,13,0,0.06
22,CC=Cc1cccc(C=CC)c1,6,0,0,0,0,2,0,2,158.243,0.529,439.044,247.83,0,191.213,0,700.046,0,0,0.0003992,0,0.8684439,22.404,5.922,6.411,1.237,4.956,-5.113,-5.103,-4.573,9906.038,0.688,5899.293,-0.654,8.752,0.265,2,0.565,3,100,0,0,0,0,0,6,0,6,0,12,0,0.277
22,CC=Cc1cccc(C=CC)c1,6,0,0,0,0,2,0,2,158.243,0.775,426.857,242.374,0,184.482,0,689.788,0,0,0.0008713,0,0.8844912,21.929,5.888,6.279,0.875,4.741,-5.03,-4.996,-4.281,9906.038,0.677,5899.293,-0.678,8.804,0.212,2,0.536,3,100,0,0,0,0,0,6,0,6,0,12,0,0.335
22,CC=Cc1cccc(C=CC)c1,6,0,0,0,0,2,0,2,158.243,0.705,419.84,242.75,0,177.09,0,682.727,0,0,0.000728,0,0.8931254,21.576,5.831,6.161,0.647,4.627,-4.978,-4.923,-4.106,9906.038,0.678,5899.293,-0.704,8.879,0.141,2,0.515,3,100,0,0,0,0,0,6,0,6,0,12,0,0.374
23,C1=Cc2ccccc2C1,8,0,0,0,0,0,0,1,116.162,0.658,323.242,55.984,0,267.258,0,491.65,0,0,0.0008805,0,0.9319836,16.074,4.792,4.517,1.597,3.094,-2.996,-2.934,-3.907,9906.038,0.304,5899.293,-0.578,8.955,0.084,1,0.045,3,100,0,0,0,0,0,9,0,9,1,9,0,35.742
24,CC=Cc1ccccc1C,6,0,0,0,0,1,0,2,132.205,0.662,376.038,193.348,0,182.689,0,590.206,0,0,0.0007415,0,0.9049046,18.569,4.994,5.169,0.92,3.586,-3.613,-3.96,-3.942,9906.038,0.579,5899.293,-0.78,8.831,0.136,2,0.289,3,100,0,0,0,0,0,6,0,6,0,10,0,2.408
24,CC=Cc1ccccc1C,6,0,0,0,0,1,0,2,132.205,0.399,370.87,198.933,0,171.938,0,584.688,0,0,0.0002718,0,0.9117841,18.245,4.925,5.045,0.696,3.513,-3.54,-3.902,-3.779,9906.038,0.59,5899.293,-0.818,8.994,-0.019,2,0.273,3,100,0,0,0,0,0,6,0,6,0,10,0,2.519
25,CC=Cc1ccc(F)cc1,5,0,0,0,0,1,0,1,136.169,2.764,361.625,124.629,0,189.945,47.05,556.297,0,0,0.0137288,0,0.9045761,17.281,4.367,5.139,1.677,3.35,-3.005,-3.607,-3.982,9906.038,0.441,10000,-0.754,9.055,0.422,1,0.19,3,100,47.05,0,0,0,0,6,0,6,0,10,0,5.929
25,CC=Cc1ccc(F)cc1,5,0,0,0,0,1,0,1,136.169,2.506,355.304,127.423,0,180.827,47.053,549.122,0,0,0.0114353,0,0.9127349,16.907,4.306,4.978,1.6,3.299,-2.936,-3.532,-3.806,9906.038,0.447,10000,-0.786,9.177,0.318,1,0.17,3,100,47.053,0,0,0,0,6,0,6,0,10,0,6.54
26,CC=Cc1cccc(C)c1,6,0,0,0,0,1,0,2,132.205,0.435,384.803,212.728,0,172.075,0,600.079,0,0,0.0003151,0,0.8941254,18.862,4.925,5.226,1.03,3.704,-3.741,-4.062,-4.066,9906.038,0.618,5899.293,-0.817,8.858,0.126,2,0.318,3,100,0,0,0,0,0,6,0,6,0,10,0,1.744
26,CC=Cc1cccc(C)c1,6,0,0,0,0,1,0,2,132.205,0.676,378.048,214.487,0,163.561,0,592.821,0,0,0.0007715,0,0.9027504,18.491,4.867,5.106,0.793,3.602,-3.64,-3.987,-3.886,9906.038,0.621,5899.293,-0.847,8.975,0.012,2,0.297,3,100,0,0,0,0,0,6,0,6,0,10,0,1.937
27,CC=Cc1ccc(Cl)cc1,5,0,0,0,0,1,0,1,152.623,2.752,376.66,124.634,0,180.344,71.682,584.327,0,0,0.0129635,0,0.8973992,18.311,5.348,5.582,1.657,3.472,-3.243,-3.898,-4.052,9906.038,0.441,10000,-0.788,8.896,0.399,1,0.272,3,100,0,0,0,0,0,6,0,6,0,10,0,3.14
27,CC=Cc1ccc(Cl)cc1,5,0,0,0,0,1,0,1,152.623,2.492,370.283,127.404,0,171.201,71.679,577.117,0,0,0.0107615,0,0.9053307,17.935,5.28,5.422,1.579,3.406,-3.158,-3.823,-3.88,9906.038,0.447,10000,-0.82,8.996,0.296,1,0.251,3,100,0,0,0,0,0,6,0,6,0,10,0,3.466
28,CC=Cc1ccccc1,7,0,0,0,0,1,0,1,118.178,0.433,352.584,124.628,0,227.956,0,540.145,0,0,0.0003471,0,0.9097237,16.997,4.814,4.695,1.226,3.252,-2.938,-3.439,-4.08,9906.038,0.441,5899.293,-0.62,8.911,0.153,1,0.144,3,100,0,0,0,0,0,6,0,6,0,9,0,10.315
28,CC=Cc1ccccc1,7,0,0,0,0,1,0,1,118.178,0.416,346.245,127.409,0,218.836,0,532.941,0,0,0.0003246,0,0.9181233,16.622,4.757,4.564,0.988,3.212,-2.899,-3.364,-3.9,9906.038,0.447,5899.293,-0.653,9.035,0.041,1,0.123,3,100,0,0,0,0,0,6,0,6,0,9,0,11.385
29,CC=Cc1ccc(Br)cc1,5,0,0,0,0,1,0,1,197.074,2.413,381.704,124.63,0,179.642,77.431,593.243,0,0,0.0098143,0,0.8945276,18.661,5.454,5.683,1.666,3.614,-3.202,-3.991,-4.095,9906.038,0.441,10000,-0.791,9.056,0.44,1,0.298,3,100,0,0,0,0,0,6,0,6,0,10,0,3.256
29,CC=Cc1ccc(Br)cc1,5,0,0,0,0,1,0,1,197.074,2.151,375.36,127.406,0,170.529,77.425,586.037,0,0,0.0078979,0,0.902264,18.286,5.384,5.527,1.589,3.533,-3.111,-3.916,-3.927,9906.038,0.447,10000,-0.823,9.173,0.336,1,0.277,3,100,0,0,0,0,0,6,0,6,0,10,0,3.594
3,C(#Cc1ccccc1)c1ccccc1,8,0,0,0,0,2,0,1,178.233,0.01,454.801,0,0,454.801,0,719.068,0,0,1.00E-07,0,0.8534733,25.682,7.881,7.944,3.832,4.742,-5.91,-5.302,-6.072,9906.038,0.192,5899.293,0.275,8.912,0.48,0,0.621,3,100,0,0,0,0,0,12,0,12,0,14,1,1.672
30,CC1=CCCC1,12,0,0,0,0,0,0,2,82.145,0.241,293.172,249.985,0,43.187,0,429.583,0,0,0.0001352,0,0.9391632,11.45,2.593,2.54,-0.505,2.637,-2.414,-2.288,-2.722,9906.038,0.693,5899.293,-1.367,9.397,-1.158,3,-0.135,3,100,0,0,0,0,0,5,0,5,3,6,0,18.17
31,CC=Cc1cccc(Cl)c1,5,0,0,0,0,1,0,1,152.623,2.607,376.622,124.618,0,180.412,71.593,584.262,0,0,0.0116333,0,0.8974235,18.309,5.347,5.563,1.657,3.472,-3.242,-3.898,-4.052,9906.038,0.441,10000,-0.788,9.048,0.355,1,0.272,3,100,0,0,0,0,0,6,0,6,0,10,0,3.147
31,CC=Cc1cccc(Cl)c1,5,0,0,0,0,1,0,1,152.623,2.66,370.295,127.404,0,171.294,71.597,577.082,0,0,0.0122606,0,0.9052657,17.935,5.279,5.442,1.58,3.406,-3.158,-3.823,-3.882,9906.038,0.447,10000,-0.82,9.155,0.248,1,0.251,3,100,0,0,0,0,0,6,0,6,0,10,0,3.471
32,C=C(C)c1ccccc1,7,0,0,0,0,1,0,1,118.178,0.299,342.754,114.58,0,228.174,0,529.025,0,0,0.0001689,0,0.9229253,16.555,4.831,4.562,0.979,3.196,-2.882,-3.323,-3.867,9906.038,0.421,5899.293,-0.62,9.011,0.134,1,0.111,3,100,0,0,0,0,0,6,0,6,0,9,0,13.489
33,CC=Cc1cccc(Br)c1,5,0,0,0,0,1,0,1,197.074,2.058,381.728,124.629,0,179.822,77.276,593.161,0,0,0.0071391,0,0.8943892,18.659,5.452,5.645,1.667,3.615,-3.201,-3.99,-4.098,9906.038,0.441,10000,-0.79,9.102,0.381,1,0.297,3,100,0,0,0,0,0,6,0,6,0,10,0,3.268
33,CC=Cc1cccc(Br)c1,5,0,0,0,0,1,0,1,197.074,1.671,375.074,127.048,0,171.06,76.966,585.925,0,0,0.004763,0,0.9028374,18.286,5.388,5.484,1.592,3.529,-3.108,-3.915,-3.92,9906.038,0.446,10000,-0.821,9.225,0.289,1,0.276,3,100,0,0,0,0,0,6,0,6,0,10,0,3.62
34,CC=Cc1ccc(C(=O)OC)cc1,2,0,0,0,0,2,1,0,176.215,3.743,444.831,222.715,57.649,164.467,0,704.361,0,2,0.019886,0,0.8606638,22.321,6.131,7.952,3.829,2.71,-3.071,-2.247,-4.571,2813.298,-0.076,1513.21,-1.811,9.197,0.738,1,0.043,3,100,0,0,36.131,2,0,6,0,6,0,13,0,1.45
34,CC=Cc1ccc(C(=O)OC)cc1,2,0,0,0,0,2,1,0,176.215,3.701,438.368,225.442,57.59,155.336,0,697.063,0,2,0.0196491,0,0.8673096,21.942,6.036,7.818,3.751,2.66,-2.962,-2.247,-4.42,2816.889,-0.067,1515.297,-1.842,9.322,0.658,1,0.022,3,100,0,0,36.131,2,0,6,0,6,0,13,0,1.79
35,CC=Cc1ccccc1Cl,5,0,0,0,0,1,0,1,152.623,2.032,370.659,117.594,0,190.951,62.114,577.534,0,0,0.0071507,0,0.9048472,18.14,5.352,5.428,1.711,3.408,-3.161,-3.828,-3.982,9906.038,0.427,10000,-0.751,8.96,0.359,1,0.252,3,100,0,0,0,0,0,6,0,6,0,10,0,4.028
35,CC=Cc1ccccc1Cl,5,0,0,0,0,1,0,1,152.623,2.359,365.393,123.427,0,179.727,62.239,571.752,0,0,0.0097358,0,0.9117514,17.802,5.279,5.341,1.622,3.358,-3.095,-3.768,-3.817,9906.038,0.439,10000,-0.79,9.096,0.216,1,0.235,3,100,0,0,0,0,0,6,0,6,0,10,0,4.224
36,CC1=CCCCC1,10,0,0,0,0,0,0,2,96.172,0.261,317.292,281.811,0,35.48,0,479.19,0,0,0.000142,0,0.9333507,13.362,3.035,3.184,-0.463,2.825,-2.669,-2.804,-2.78,9906.038,0.756,5899.293,-1.395,9.35,-1.137,3,0.009,3,100,0,0,0,0,0,6,0,6,4,7,0,6.086
37,C=Cc1ccccc1,9,0,0,0,0,1,0,1,104.151,0.021,316.63,64.593,0,252.037,0,477.217,0,0,9.00E-07,0,0.9327326,14.709,4.532,3.971,1.003,2.95,-2.82,-2.784,-3.822,9906.038,0.321,5899.293,-0.536,9.077,0.174,0,-0.039,3,100,0,0,0,0,0,6,0,6,0,8,0,49.932
38,C=C(C)C=C(C)C,9,0,0,0,0,1,0,2,96.172,0.462,323.875,275.311,0,48.564,0,496.191,0,0,0.0004293,0,0.9358803,13.525,3.345,3.237,-0.841,2.87,-2.844,-2.981,-2.801,9906.038,0.743,5899.293,-1.252,8.908,-0.255,3,0.016,3,100,0,0,0,0,0,0,0,0,0,7,0,5.617
39,CC=C(C)C,12,0,0,0,0,0,0,2,70.134,0.296,284.889,266.959,0,17.93,0,413.08,0,0,0.0002116,0,0.9415541,10.549,2.252,2.19,-0.772,2.301,-2.369,-2.116,-2.563,9906.038,0.727,5899.293,-1.456,9.428,-1.094,3,-0.183,3,100,0,0,0,0,0,0,0,0,0,5,0,18.771
4,Cc1cc(C)cc(C)c1,7,0,0,0,0,0,0,2,120.194,0,362.247,264.44,0,97.808,0,560.026,0,0,0,0,0.9070523,17.192,4.088,4.576,0.58,3.435,-3.376,-3.646,-3.502,9906.038,0.721,5899.293,-1.175,9.226,-0.398,3,0.244,3,100,0,0,0,0,0,6,0,6,0,9,0,1.817
